"county_id","county_name","district_id","district_name","line_no","account","line_desc","amount_1","amount_2","amount_3"
01,"Atlantic",0010,"Absecon City",3200,"'11-1XX-100-XX","Total Regular Programs-Instruction",4167503.00,4326632.00,4730138.00
01,"Atlantic",0010,"Absecon City",10300,"'11-2XX-100-XX","Total Special Education-Instruction",1018107.00,1227525.00,1151917.00
01,"Atlantic",0010,"Absecon City",11160,"'11-230-100-XX","Total Basic Skills/Remedial-Instruction",89793.00,101954.00,35732.00
01,"Atlantic",0010,"Absecon City",12160,"'11-240-100-XX","Total Bilingual Education-Instruction",175928.00,158578.00,158866.00
01,"Atlantic",0010,"Absecon City",17100,"'11-401-100-XX","Total School-Sponsored Cocurricular or Extracurricular Activities-Instruction",40983.00,60200.00,46224.00
01,"Atlantic",0010,"Absecon City",17600,"'11-402-100-XX","Total School-Sponsored Athletics-Instruction",7600.00,13500.00,34600.00
01,"Atlantic",0010,"Absecon City",19620,"'11-421-XXX-XX","Total Before/After School Programs",12476.00,33680.00,92800.00
01,"Atlantic",0010,"Absecon City",27100,"'11-800-330-XX","Total Community Services Programs/Operations",186.00,350.00,350.00
01,"Atlantic",0010,"Absecon City",29180,"'11-000-100-XX","Total Undistributed Expenditures-Instruction (Tuition)",2384820.00,1991434.00,1822236.00
01,"Atlantic",0010,"Absecon City",29680,"'11-000-211-XX","Total Undistributed Expenditures-Attendance and Social Work",59764.00,69122.00,60856.00
01,"Atlantic",0010,"Absecon City",30620,"'11-000-213-XX","Total Undistributed Expenditures-Health Services",101873.00,135110.00,158457.00
01,"Atlantic",0010,"Absecon City",40580,"'11-000-216-XX","Total Undistributed Expenditures-Speech, OT, PT and Related Services",259730.00,178930.00,211888.00
01,"Atlantic",0010,"Absecon City",41080,"'11-000-217-XX","Undistributed Expenditures–Other Support Services, Students–Extraordinary Services",132312.00,180000.00,356523.00
01,"Atlantic",0010,"Absecon City",41660,"'11-000-218-XX","Total Undistributed Expenditures-Guidance",121350.00,141046.00,196114.00
01,"Atlantic",0010,"Absecon City",42200,"'11-000-219-XX","Total Undistributed Expenditures-Child Study Teams",227916.00,293074.00,280804.00
01,"Atlantic",0010,"Absecon City",43200,"'11-000-221-XX","Total Undistributed Expenditures-Improvement of Instruction Services",60817.00,271342.00,312098.00
01,"Atlantic",0010,"Absecon City",43620,"'11-000-222-XX","Total Undistributed Expenditures-Education Media Services/Library",97223.00,183982.00,195921.00
01,"Atlantic",0010,"Absecon City",44180,"'11-000-223-XX","Total Undistributed Expenditures-Instructional Staff Training Services",28350.00,38650.00,17000.00
01,"Atlantic",0010,"Absecon City",45300,"'11-000-230-XX","Total Undistributed Expenditures-Support Services-General Administration",357150.00,424427.00,475923.00
01,"Atlantic",0010,"Absecon City",46160,"'11-000-240-XX","Total Undistributed Expenditures-Support Services-School Administration",404345.00,510115.00,554411.00
01,"Atlantic",0010,"Absecon City",47200,"'11-000-251-XX","Total Undistributed Expenditures-Central Services",258527.00,270351.00,284345.00
01,"Atlantic",0010,"Absecon City",47620,"'11-000-252-XX","Total Undistributed Expenditures-Administrative InformationTechnology",59486.00,103091.00,25255.00
01,"Atlantic",0010,"Absecon City",51120,"'11-000-26X-XX","Total Undistributed Expenditures-Operation and Maintenance of Plant Services",834566.00,984556.00,976171.00
01,"Atlantic",0010,"Absecon City",52480,"'11-000-270-XX","Total Undistributed Expenditures-Student Transportation Services",696267.00,644280.00,615412.00
01,"Atlantic",0010,"Absecon City",71260,"'11-XXX-XXX-2X","Total Personal Services-Employee Benefits",2351041.00,2809825.00,3053177.00
01,"Atlantic",0010,"Absecon City",72140,"'","Total Undistributed Expenditures",8435537.00,9229335.00,9596591.00
01,"Atlantic",0010,"Absecon City",72180,"'10-606","Interest Earned on Maintenance Reserve",0.00,2.00,10.00
01,"Atlantic",0010,"Absecon City",72260,"'","Total General Current Expense",13948113.00,15151756.00,15847228.00
01,"Atlantic",0010,"Absecon City",75880,"'12-XXX-XXX-73","Total Equipment",75941.00,78291.00,65144.00
01,"Atlantic",0010,"Absecon City",76260,"'12-000-400-XX","Total Facilities Acquisition and Construction Services",42204.00,37742.00,40742.00
01,"Atlantic",0010,"Absecon City",76380,"'10-604","Interest Deposit to Capital Reserve",0.00,10.00,10.00
01,"Atlantic",0010,"Absecon City",76400,"'","Total Capital Outlay",118145.00,116043.00,105896.00
01,"Atlantic",0010,"Absecon City",77680,"'13-422-100-XX","Total Summer School-Instruction",18716.00,21066.00,24300.00
01,"Atlantic",0010,"Absecon City",77820,"'13-422-200-XX","Total Summer School-Support Services",0.00,0.00,2400.00
01,"Atlantic",0010,"Absecon City",77840,"'13-422-X00-XX","Total Summer School",18716.00,21066.00,26700.00
01,"Atlantic",0010,"Absecon City",83080,"'13-XXX-XXX-XX","Total Special Schools",18716.00,21066.00,26700.00
01,"Atlantic",0010,"Absecon City",84000,"'10-000-100-56","Transfer of Funds to Charter Schools",671038.00,664244.00,717639.00
01,"Atlantic",0010,"Absecon City",84060,"'","General Fund Grand Total",14756012.00,15953109.00,16697463.00
01,"Atlantic",0010,"Absecon City",85120,"'20-218-100-XX","Total Preschool Education Aid Instruction",87183.00,429794.00,574521.00
01,"Atlantic",0010,"Absecon City",86380,"'20-218-200-XX","Total Support Services",36539.00,301576.00,373063.00
01,"Atlantic",0010,"Absecon City",87040,"'20-218-400-XX","Total Facility Acquisition and Construction Services",0.00,35000.00,0.00
01,"Atlantic",0010,"Absecon City",87100,"'20-218-XXX-XX","Total Preschool Education Aid",123722.00,766370.00,947584.00
01,"Atlantic",0010,"Absecon City",88000,"'20-XXX-XXX-XX","Nonpublic Textbooks",20225.00,20978.00,20978.00
01,"Atlantic",0010,"Absecon City",88020,"'20-XXX-XXX-XX","Nonpublic Auxiliary Services",60930.00,52727.00,52727.00
01,"Atlantic",0010,"Absecon City",88040,"'20-XXX-XXX-XX","Nonpublic Handicapped Services",55715.00,74217.00,74217.00
01,"Atlantic",0010,"Absecon City",88060,"'20-XXX-XXX-XX","Nonpublic Nursing Services",39670.00,39285.00,39285.00
01,"Atlantic",0010,"Absecon City",88080,"'20-XXX-XXX-XX","Nonpublic Technology Initiative",13042.00,14328.00,14328.00
01,"Atlantic",0010,"Absecon City",88090,"'20-XXX-XXX-XX","Nonpublic Security Aid",55765.00,60750.00,60750.00
01,"Atlantic",0010,"Absecon City",88140,"'20-XXX-XXX-XX","Other",3004.00,0.00,0.00
01,"Atlantic",0010,"Absecon City",88180,"'","Total Other State Projects",248351.00,262285.00,262285.00
01,"Atlantic",0010,"Absecon City",88200,"'20-XXX-XXX-XX","Total State Projects",372073.00,1028655.00,1209869.00
01,"Atlantic",0010,"Absecon City",88320,"'20-220-100-XX","Total Preschool Expansion Grant Instruction",176674.00,0.00,0.00
01,"Atlantic",0010,"Absecon City",88380,"'20-220-200-XX","Total Preschool Expansion Grant Support Services",122687.00,0.00,0.00
01,"Atlantic",0010,"Absecon City",88390,"'20-220-400-XX","Total Preschool Expansion Grant Facility Acquisition and Construction Services",41205.00,0.00,0.00
01,"Atlantic",0010,"Absecon City",88395,"'20-220-XXX-XX","Total Preschool Expansion Grant",340566.00,0.00,0.00
01,"Atlantic",0010,"Absecon City",88500,"'20-XXX-XXX-XX","Title I",242567.00,261750.00,222487.00
01,"Atlantic",0010,"Absecon City",88520,"'20-XXX-XXX-XX","Title II",35414.00,43993.00,37394.00
01,"Atlantic",0010,"Absecon City",88540,"'20-XXX-XXX-XX","Title III",13698.00,11844.00,10067.00
01,"Atlantic",0010,"Absecon City",88560,"'20-XXX-XXX-XX","Title IV",10344.00,23181.00,19703.00
